Name of Investment Choice,Date,Currency,Purchase Price,Unit Sell Price
MIL PIMCO GIS Income Fund ,2017/08/28,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/08/29,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/08/30,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/08/31,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/01,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/04,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/05,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/06,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/07,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/08,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/11,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/12,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/13,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/14,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/15,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/18,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/19,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/20,USD,0.9990,0.9990
MIL PIMCO GIS Income Fund ,2017/09/21,USD,0.9990,0.9990
MIL PIMCO GIS Income Fund ,2017/09/22,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/25,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/26,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/27,USD,0.9990,0.9990
MIL PIMCO GIS Income Fund ,2017/09/28,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/09/29,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/03,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/04,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/06,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/09,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/10,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/11,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/12,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/13,USD,1.0020,1.0020
MIL PIMCO GIS Income Fund ,2017/10/16,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/17,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/18,USD,1.0020,1.0020
MIL PIMCO GIS Income Fund ,2017/10/19,USD,1.0020,1.0020
MIL PIMCO GIS Income Fund ,2017/10/20,USD,1.0020,1.0020
MIL PIMCO GIS Income Fund ,2017/10/23,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/24,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/25,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/26,USD,1.0000,1.0000
MIL PIMCO GIS Income Fund ,2017/10/27,USD,1.0010,1.0010
MIL PIMCO GIS Income Fund ,2017/10/30,USD,1.0030,1.0030
MIL PIMCO GIS Income Fund ,2017/10/31,USD,1.0030,1.0030
MIL PIMCO GIS Income Fund ,2017/11/01,USD,1.0030,1.0030
MIL PIMCO GIS Income Fund ,2017/11/02,USD,1.0040,1.0040
MIL PIMCO GIS Income Fund ,2017/11/03,USD,1.0040,1.0040
